omega,forcing_amp,output_i,forcing_j,forcing_k,H_mean,H_mean_ci_low,H_mean_ci_high,H_cos2,H_cos2_ci_low,H_cos2_ci_high,H_sin2,H_sin2_ci_low,H_sin2_ci_high,H_abs_2omega,H_abs_2omega_ci_low,H_abs_2omega_ci_high,H_phase_2omega,independent_symmetric_entry,nonzero_by_ci
6.62679700366597,0.003,z,x,x,1133.5882463950718,-4113.356339217584,6364.263667823685,-2532.634509734108,-14172.799477712417,8999.315466524176,887.9354466565801,-13110.138229688006,15093.854697291672,63886.8737015656,55790.8618578316,72161.18998286121,-2.804385597527053,True,False
6.62679700366597,0.003,z,x,y,-459.83159287549034,-1665.493017754045,789.5161120413554,-579.6682085553468,-3001.8179912411483,1972.3040401150151,600.0263580969505,-2366.8553981178643,3519.686516486291,13515.252121249358,11585.346319090831,15556.210480376676,-2.3389390670234156,True,False
6.62679700366597,0.003,z,x,z,-500.0344650168081,-1756.8427408199436,739.3651522694707,412.5188013807608,-1812.5391636430502,2563.5607352481056,1888.24608012767,-938.8826170130855,4880.392573537908,13508.757173747124,11870.204408381695,15141.596047878424,-1.3557090505529679,True,False
6.62679700366597,0.003,z,y,x,-459.83159287549034,-1580.2781641093527,696.5153120118881,-579.6682085553468,-3165.5909476507986,2005.3649562131031,600.0263580969505,-2405.5448465110094,3460.824432977063,13515.252121249358,11566.225921083249,15731.500336449093,-2.3389390670234156,False,False
6.62679700366597,0.003,z,y,y,894.0828085485382,-4362.923788757202,6126.911777877328,-9335.003402199032,-22440.74221155916,3904.822986815165,1932.6193840350124,-11810.98580986229,15472.581626502513,70089.24668267833,62204.60360165482,78283.87956685967,-2.937447361398076,True,False
6.62679700366597,0.003,z,y,z,86.9577805103555,-904.8458929765571,1052.8768148858308,466.86693320403697,-2290.5590449469973,3443.5645226578054,1043.4810475499794,-1683.2683121468856,3817.4480665061246,14771.085629103643,13114.608174728253,16498.928286026374,-1.150095875542731,True,False
6.62679700366597,0.003,z,z,x,-500.0344650168081,-1730.935330149282,685.9269262040793,412.5188013807608,-1742.9198327311228,2507.347450199055,1888.24608012767,-1077.7272788508546,4748.442297769229,13508.757173747124,11814.22798558144,15171.704516863236,-1.3557090505529679,False,False
6.62679700366597,0.003,z,z,y,86.9577805103555,-910.2043388081336,1053.2993163622195,466.86693320403697,-2237.425580786774,3147.9721051223714,1043.4810475499794,-1710.1999497825918,3633.3710530973635,14771.085629103643,13063.639764122921,16474.818960115404,-1.150095875542731,False,False
6.62679700366597,0.003,z,z,z,-301.46862755191796,-5525.010375435926,4776.511189562875,-5809.170682803989,-20851.091686879903,10031.795047126798,5226.297413491274,-8508.616048839338,20145.404868118643,75849.62660589047,66043.26312510738,85905.68398393178,-2.408963629144504,True,False
6.62679700366597,0.01,x,x,x,600.5918577763155,-3882.332753585447,4857.516456662733,575.8403025368027,-532.543961792364,1759.632164662263,-198.3189646240628,-1248.864382828693,870.8308236504054,5642.226618581128,4914.41306729044,6450.670727071113,0.3316765943431905,True,False
6.62679700366597,0.01,x,x,y,-524.5113907933785,-1255.1848844977426,171.99718995345717,119.30937295259548,-105.06920614466358,327.24741296373656,3.2118411993016736,-233.1138062153893,252.3557815059958,1231.1077592968325,1097.976312534029,1369.9165712431184,-0.026913775355038007,True,False
6.62679700366597,0.01,x,x,z,-394.72746710377163,-1321.7988742262771,542.4456712423055,44.71909226483348,-172.05190452362876,272.82711277033127,-92.15072947188625,-323.13158297716734,143.33582003443104,1154.6229940649082,993.9995407981262,1321.2877528213273,1.1189922754891837,True,False
6.62679700366597,0.01,x,y,x,-524.5113907933785,-1239.0468286246576,213.1522783953052,119.30937295259548,-105.48677314386755,341.7724582642263,3.2118411993016736,-251.29898597889112,256.2674991551171,1231.1077592968325,1097.9288834994836,1369.854443920309,-0.026913775355038007,False,False
6.62679700366597,0.01,x,y,y,269.46283331784093,-4255.552807868926,4650.492289424404,225.0815974279928,-790.039337432284,1192.712264010445,-858.1318646737977,-2027.251951213378,318.57594234540386,5665.6903781801975,5003.481260427732,6330.069151926003,1.3142820805124267,True,False
6.62679700366597,0.01,x,y,z,799.2190717866845,-74.67093340204535,1681.1136501275826,-163.80591333572218,-335.8960829824296,10.32651452592485,86.22206130201772,-132.2861974419917,311.5761402433069,1004.1220894773712,867.4565133957627,1143.6263463090916,-2.657074460355094,True,False
6.62679700366597,0.01,x,z,x,-394.72746710377163,-1298.6836906225387,526.6230147323403,44.71909226483348,-166.5215090125481,251.4378639304728,-92.15072947188625,-343.5698149959136,154.73694862018476,1154.6229940649082,1001.359351764035,1311.9616338024275,1.1189922754891837,False,False
6.62679700366597,0.01,x,z,y,799.2190717866845,-133.62331110649149,1682.1209757046142,-163.80591333572218,-336.3040201289484,17.21854827559073,86.22206130201772,-118.44064926769349,297.00826800505683,1004.1220894773712,871.9634644471809,1145.5601912783172,-2.657074460355094,False,False
6.62679700366597,0.01,x,z,z,-1026.8873439972972,-5050.104873297466,2964.473170987495,637.580680441725,-257.9617679288429,1555.4588064856787,-536.9097299489638,-1564.465389713216,526.9725980279725,4908.102394867471,4248.99914555831,5622.770486486876,0.6998925790572362,True,False
6.62679700366597,0.01,y,x,x,566.9355560834546,-3732.7388237926916,4942.747328984229,245.89849695565795,-1645.3252897013779,2106.1277392939955,-954.9210075583921,-2786.1787426762367,855.5150379336238,9343.395296293047,8136.329857465859,10622.335918386494,1.318765167575561,True,False
6.62679700366597,0.01,y,x,y,-523.8735312106485,-1248.2238244746559,209.40292170829264,124.83941078023568,-256.02744505005074,506.6746674823358,-155.02506626143452,-522.4757616562138,220.92253948815878,2050.606138428023,1827.9559781613552,2271.7724099242114,0.8928409244120011,True,False
6.62679700366597,0.01,y,x,z,-389.6253685874586,-1314.2553526402928,499.9150159500142,-67.24280038680928,-419.3324733393246,294.4509463090628,-152.42603503600063,-529.904760763694,226.38313646246402,1919.9250731103903,1662.9502223390518,2175.5758397709205,1.986266566879145,True,False
6.62679700366597,0.01,y,y,x,-523.8735312106485,-1277.9351582049999,149.99811412119956,124.83941078023568,-291.46788588303576,526.3920882389658,-155.02506626143452,-554.546111948662,229.34803544674966,2050.606138428023,1826.8993338918356,2262.034707647682,0.8928409244120011,False,False
6.62679700366597,0.01,y,y,y,272.5366493184148,-4024.6028826721663,4139.253616457533,-906.133152232707,-2638.071558267587,947.3212679175464,-1157.1439442065443,-2966.006875741729,590.5683552861617,9374.683999055798,8322.639265869137,10479.128403234829,2.235133033367186,True,False
6.62679700366597,0.01,y,y,z,805.0690229276295,-69.87403235893593,1666.4378678039911,-37.868121509613104,-398.73552595406966,342.19167952633194,302.17801578939543,30.737233575688975,581.5788515469111,1666.553486833539,1444.453679185038,1903.119953368411,-1.6954636899663071,True,True
6.62679700366597,0.01,y,z,x,-389.6253685874586,-1295.8353976322708,513.8855899033615,-67.24280038680928,-431.58514403275177,299.36871370213703,-152.42603503600063,-530.2961444898456,237.01526590143285,1919.9250731103903,1653.9964874978352,2189.744214259011,1.986266566879145,False,False
6.62679700366597,0.01,y,z,y,805.0690229276295,-112.81779868756622,1666.5339423797639,-37.868121509613104,-412.3448839910241,338.17647820808014,302.17801578939543,25.60062367232326,578.265067665471,1666.553486833539,1434.5247190336404,1900.2970298112673,-1.6954636899663071,False,True
6.62679700366597,0.01,y,z,z,-1026.9941254697014,-5146.371151730354,3375.1773349213245,-74.23786661712506,-1625.7482254077495,1482.5720968139296,-1381.986621692609,-2911.937553180244,228.8869980216531,8122.155090795568,6959.541575486491,9331.193025871453,1.624462969240977,True,False
6.62679700366597,0.01,z,x,x,38.12256390676231,-487.4305740059248,598.9452901902511,-84.51027840002956,-996.6568415605028,901.0934673816295,671.4388021330077,-500.752072357752,1819.0406140580453,5487.833509410011,4827.459681272856,6197.428277695846,-1.6960023855522457,True,False
6.62679700366597,0.01,z,x,y,-33.48070216471274,-136.76426232039424,80.78118956005451,-98.2350077732811,-318.4734787390129,124.02029290265584,-21.35565454250753,-267.141394921779,225.22030694263884,1185.403655516141,1044.3947294847494,1332.5460745725397,2.9275298503208136,True,False
6.62679700366597,0.01,z,x,z,47.87225814819567,-52.52242208621496,148.2450102587427,-35.88013019727698,-270.35859502020526,199.66551753654204,10.866843796047423,-208.5089854420457,237.44582811302186,1175.3770657472505,1037.3076995883928,1316.449095595509,-2.8475092873463073,True,False
6.62679700366597,0.01,z,y,x,-33.48070216471274,-138.1848269224765,72.60679025705782,-98.2350077732811,-313.86584706763875,123.90818185154936,-21.35565454250753,-265.6592573795593,222.63982185272275,1185.403655516141,1046.6388997027027,1330.406894560426,2.9275298503208136,False,False
6.62679700366597,0.01,z,y,y,-29.768134800164177,-479.7533219864187,389.52012314046596,364.7739922634521,-763.8710322253377,1464.9333048138133,912.0063428795987,-313.6468819093946,2030.486766909105,5996.5469693859195,5220.764948830642,6804.33552384028,-1.1903169318720488,True,False
6.62679700366597,0.01,z,y,z,-80.35170434891988,-177.07230871175682,14.935722808573336,67.76321001233595,-143.40653296498058,269.8107552098059,55.6949459063857,-173.90202820049933,279.0945873420181,1156.8339205500267,1024.9728948381976,1289.2958486252126,-0.6879558861253069,True,False
6.62679700366597,0.01,z,z,x,47.87225814819567,-49.88527037744221,140.27567721713763,-35.88013019727698,-269.29201313258125,195.40326930889907,10.866843796047423,-198.7726763228305,230.86122779046292,1175.3770657472505,1043.31039786759,1318.3175462401905,-2.8475092873463073,False,False
6.62679700366597,0.01,z,z,y,-80.35170434891988,-173.62095912916817,11.010159854135537,67.76321001233595,-133.17297356193401,272.08436042341526,55.6949459063857,-177.90799476319643,274.6672346442936,1156.8339205500267,1020.4470299845136,1291.4271858789164,-0.6879558861253069,False,False
6.62679700366597,0.01,z,z,z,197.47970887226256,-307.53583338282795,662.0115484821574,-60.41813851314333,-1125.5052150857016,993.8166461804619,-203.02661552123277,-1498.430234250771,1065.7767486169575,6134.912377479273,5456.039531350571,6846.082671965357,1.8600381505027546,True,False
6.62679700366597,0.03,x,x,x,68.71393126361818,-440.3441078934532,541.1345102967117,15.50497990795463,-96.86956293885721,132.30814311548397,-46.01530511025934,-146.06132084972117,61.37843943009368,570.9358395487275,509.2827181112955,639.530159932441,1.2457919141285447,True,False
6.62679700366597,0.03,x,x,y,36.83943767361414,-54.231229686192314,121.54250773085933,-16.17229378964657,-36.130453990176036,3.8370055198882755,-9.352480355686934,-35.074205384224236,17.5846996301369,124.62952586643152,111.64932112125395,137.44901859094833,2.617279886924236,True,False
6.62679700366597,0.03,x,x,z,-118.70547684968466,-215.41599701703174,-21.281047150822317,4.450885212811411,-18.31126498758217,26.624820628251683,2.6489077040630016,-19.948908606720224,26.0241808159177,115.41405541582449,99.52791480184965,131.47650019434826,-0.5368396147626955,True,True
6.62679700366597,0.03,x,y,x,36.83943767361414,-53.121489990452034,123.8808816418181,-16.17229378964657,-35.84878310898017,4.286825788409163,-9.352480355686934,-33.01345199927729,15.7841903386094,124.62952586643152,112.80880723141185,136.7945367595971,2.617279886924236,False,False
6.62679700366597,0.03,x,y,y,-301.789579566639,-783.3857011841726,203.70511303677984,6.364763163950997,-128.6757038717123,139.81543344725708,-24.251494470761642,-136.4637020260716,86.23479243683985,642.9593202043626,576.7512341852987,710.7230396975904,1.3141363769949232,True,False
6.62679700366597,0.03,x,y,z,-22.770861422667735,-127.28884768269836,79.51433915355578,-13.817606699797015,-36.43685852366134,7.291071008358744,-7.4332805978977605,-32.54790370942773,17.31534158949002,119.72167101428691,104.58383817334018,135.91962664783722,2.6480423681429013,True,False
6.62679700366597,0.03,x,z,x,-118.70547684968466,-215.8125195546495,-28.167663508882676,4.450885212811411,-18.678830151622403,25.575681811425266,2.6489077040630016,-20.054824164111967,26.310443013542326,115.41405541582449,100.23848714971277,131.09095617358642,-0.5368396147626955,False,True
6.62679700366597,0.03,x,z,y,-22.770861422667735,-126.12027995385337,76.30471468958932,-13.817606699797015,-37.41395293238831,7.007262850197624,-7.4332805978977605,-31.563487453543768,16.77918819175118,119.72167101428691,104.51432691091163,135.00178209423214,2.6480423681429013,False,False
6.62679700366597,0.03,x,z,z,-158.53539856070256,-610.8795932846864,310.5704122067794,49.72788219455602,-63.5276314813231,161.45464319744275,8.296214730659337,-101.82283399545612,120.05624618319199,591.1140019946438,520.5930680417401,663.3319327489764,-0.16530978621205497,True,False
6.62679700366597,0.03,y,x,x,68.70684788646547,-441.8824305116613,557.7204300259793,-45.497238931005086,-226.07774898519241,138.5097787013636,-66.57650980381166,-255.9070025852676,116.27679221672342,945.4439231477363,837.8082765127589,1050.2164199956735,2.1702825035591453,True,False
6.62679700366597,0.03,y,x,y,35.94123264250771,-53.43108097335548,127.89039763571917,-30.358623067883432,-67.91697980306893,5.4477281053920645,12.25496888083007,-27.044360479242687,50.11345747546987,207.441756232736,187.38665314191806,227.24782482565632,-2.757923560918062,True,False
6.62679700366597,0.03,y,x,z,-116.87114036647252,-220.7999228036858,-21.432663622987416,11.618522855747603,-22.68448032919832,47.183160697954825,-3.610304612355648,-41.18341175297109,36.91679238699007,191.69523512978137,166.55710184318613,217.6915378007089,0.3012778882736674,True,True
6.62679700366597,0.03,y,y,x,35.94123264250771,-53.67458474313614,124.70236501140354,-30.358623067883432,-67.38786612223478,6.608482188929337,12.25496888083007,-27.50280388330709,53.38305725075457,207.441756232736,187.11369017873182,227.795866817311,-2.757923560918062,False,False
6.62679700366597,0.03,y,y,y,-300.1515302468697,-800.1375804444625,172.4934584160952,-22.51246318993421,-221.5551750690772,191.26231916371864,-33.01712780617747,-234.45104822253492,176.7184747583077,1061.9334958753586,948.3991034308726,1179.6968646070102,2.169231453403952,True,False
6.62679700366597,0.03,y,y,z,-22.200101629148833,-128.0378007840076,77.99839846880792,-22.531631783982863,-60.77772389426194,12.643585684203602,10.766867823577172,-29.74888189408382,48.723905951892704,199.4787880939811,175.0161555269295,225.23959033483567,-2.6958169332189548,True,False
6.62679700366597,0.03,y,z,x,-116.87114036647252,-218.4901810245469,-10.158549561477349,11.618522855747603,-22.284551450691225,47.68676346947117,-3.610304612355648,-42.0859445860249,34.60825673312673,191.69523512978137,167.36989107198346,217.38563591124077,0.3012778882736674,False,True
6.62679700366597,0.03,y,z,y,-22.200101629148833,-125.89966785124197,79.38423795611901,-22.531631783982863,-60.49805109273451,13.045811496687401,10.766867823577172,-28.358703032284982,50.88988160553107,199.4787880939811,174.92117572764698,224.23378145369114,-2.6958169332189548,False,False
6.62679700366597,0.03,y,z,z,-162.14339950903644,-619.0060858781023,309.87277225825034,53.53023819281165,-131.64027092996105,244.92683099121382,-56.90560221750177,-249.00904560649997,125.10115207345716,976.5236397791889,865.7215015832766,1103.5612329302753,0.8159526786507226,True,False
6.62679700366597,0.03,z,x,x,9.368588547366652,-46.142973464454144,64.58103615564217,-39.4823809043132,-167.03204125425648,90.87423810278347,44.95630349046993,-107.30600051012675,190.48623043295999,694.6762836707446,603.1227022885008,791.1841847167334,-2.2914578859666084,True,False
6.62679700366597,0.03,z,x,y,-4.9902758580437325,-15.940346560661663,5.929127639829183,-9.745321318678126,-35.10063930985343,16.682975361398466,-22.354939233020445,-48.77654522859839,3.743042137736764,137.87955203363595,120.54993091285144,155.2449762801904,1.9818932250700945,True,False
6.62679700366597,0.03,z,x,z,-4.42173322238246,-16.286930462377597,7.019277115627908,3.1131061470049035,-23.668389908729033,31.89089035413132,-7.985147415058251,-35.58393032763339,19.135188584362,140.30993673251982,122.46064565435412,158.22299354804514,1.1990599739896095,True,False
